"Disciplina","Turma","Coleg.","Vagas Ofe","Dia","Horário","Docente"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI001 - ACAO CULT.EM BIBLIOTECONOMIA","010000","303","45","TER","09:45 às 12:30","Ana Paula de Oliveira Villalobos"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI003 - CATALOGACAO I PUBLICACOES","010100","303","30","QUA","07:00 às 10:40","Ana Claudia Medeiros de Sousa"
NA,NA,NA,NA,NA,"10:40 às 12:30","Ana Claudia Medeiros de Sousa"
NA,"010200","303","30","QUA","07:00 às 10:40","Ana Claudia Medeiros de Sousa"
NA,NA,NA,NA,"QUI","13:00 às 14:50","Ana Claudia Medeiros de Sousa"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI006 - EDITORACAO","010100","303","30","SEG","07:00 às 08:50","Albano Souza Oliveira"
NA,NA,NA,NA,NA,"08:50 às 10:40","Albano Souza Oliveira"
NA,"010200","303","30","SEG","07:00 às 08:50","Albano Souza Oliveira"
NA,NA,NA,NA,NA,"10:40 às 12:30","Albano Souza Oliveira"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI009 - FONTES DE INFORM.ESPECIALIZADA","010100","303","45","QUI","07:00 às 08:50","Raquel do Rosario Santos"
NA,NA,NA,NA,NA,"08:50 às 10:40","Raquel do Rosario Santos"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI011 - FUNDAMENTOS DA INFORMAÇÃO","010000","303","45","SEG","14:50 às 18:30","Jaires Oliveira Santos"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI012 - GERAÇÃO DE BASES DE DADOS E DOCUMENTACAO","010100","381","45","SEG","18:30 às 20:20","Docente não informado pelo Departamento"
NA,NA,NA,NA,NA,"20:20 às 22:10","Docente não informado pelo Departamento"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI018 - PLANEJAMENTO DE UNIDADES DE INFORMAÇÃO","010100","303","45","QUA","07:00 às 09:45","Marlene Morbeck Coelho"
NA,NA,NA,NA,NA,"09:45 às 11:35","Marlene Morbeck Coelho"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI020 - REDES E SISTEMAS DE INFORMAÇÃO","010000","303","45","SEG","13:00 às 15:45","Leyde Klebia Rodrigues da Silva"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI024 - POLÍTICAS DE ARQUIVOS","010000","327","4","QUA","13:00 às 16:40","Gillian Leandro de Queiroga Lima"
NA,NA,"317","45",NA,NA,"Gillian Leandro de Queiroga Lima"
NA,"020000","381","45","SEX","18:30 às 22:10","Gillian Leandro de Queiroga Lima"
NA,NA,"387","45",NA,NA,"Gillian Leandro de Queiroga Lima"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"ICI114 - DOCUMENTACAO II","010100","306","15","SEG","07:00 às 08:50","Henriette Ferreira Gomes"
NA,NA,NA,NA,"QUA","07:00 às 08:50","Henriette Ferreira Gomes"
NA,"010200","306","15","SEG","07:00 às 08:50","Henriette Ferreira Gomes"
NA,NA,NA,NA,"QUA","08:50 às 10:40","Henriette Ferreira Gomes"
NA,"020300","314","20","TER","07:00 às 08:50","Maria Isabel de Jesus Sousa Barreira"
NA,NA,NA,NA,"QUI","07:00 às 08:50","Maria Isabel de Jesus Sousa Barreira"
NA,"020400","314","20","TER","07:00 às 08:50","Maria Isabel de Jesus Sousa Barreira"
NA,NA,NA,NA,"QUI","08:50 às 10:40","Maria Isabel de Jesus Sousa Barreira"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
