Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET001 - LÃNGUA PORTUGUESA I N-100,10100.0,210.0,35.0,SEX,14:50 Ã s 16:40,Carola Rapp
,,,,,16:40 Ã s 18:30,Carola Rapp
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET032 - PALEOGRAFIA ECDOTICA IV N-100,10000.0,303.0,30.0,SEX,13:00 Ã s 15:45,Alicia Duha Lose
,20000.0,386.0,3.0,SEX,13:00 Ã s 15:45,Arivaldo Sacramento de Souza
,,401.0,5.0,,,Arivaldo Sacramento de Souza
,,403.0,5.0,,,Arivaldo Sacramento de Souza
,,480.0,5.0,,,Arivaldo Sacramento de Souza
,,481.0,5.0,,,Arivaldo Sacramento de Souza
,,310.0,20.0,,,Arivaldo Sacramento de Souza
,,402.0,5.0,,,Arivaldo Sacramento de Souza
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET043 - LINGUA PORTUGUESA II-A N-100,10000.0,512.0,25.0,SEX,07:00 Ã s 09:45,Docente Concursado
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET044 - LÃNGUA PORTUGUESA COMO INSTRUMENTO DE COMUNICAÃÃO N-100,10100.0,282.0,50.0,QUA,18:30 Ã s 20:20,Alba Valeria Tinoco Alves Silva
,,,,,20:20 Ã s 22:10,Alba Valeria Tinoco Alves Silva
,20200.0,304.0,40.0,SEG,10:40 Ã s 12:30,Docente Substituto a Contratar
,,116.0,5.0,,,Docente Substituto a Contratar
,,,,QUA,10:40 Ã s 12:30,Docente Substituto a Contratar
,,304.0,40.0,,,Docente Substituto a Contratar
,30300.0,304.0,45.0,SEG,13:00 Ã s 14:50,Ricardo Horacio Piera Chacon
,,,,QUA,13:00 Ã s 14:50,Ricardo Horacio Piera Chacon
,40400.0,317.0,45.0,SEX,13:00 Ã s 14:50,Docente Substituto a Contratar
,,,,,14:50 Ã s 16:40,Docente Substituto a Contratar
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET054 - INGLES INSTRUMENTAL II N-100,10000.0,387.0,5.0,SEX,13:55 Ã s 16:40,Manoela Sarubbi Henares Figueiredo
,,303.0,25.0,,,Manoela Sarubbi Henares Figueiredo
,,327.0,5.0,,,Manoela Sarubbi Henares Figueiredo
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET055 - ALEMAO INSTRUMENTAL I,10000.0,190.0,10.0,SEX,09:45 Ã s 12:30,Jael Glauce da Fonseca
,,310.0,5.0,,,Jael Glauce da Fonseca
,,189.0,10.0,,,Jael Glauce da Fonseca
,,327.0,5.0,,,Jael Glauce da Fonseca
,,188.0,5.0,,,Jael Glauce da Fonseca
,,505.0,7.0,,,Jael Glauce da Fonseca
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET066 - INTROD. AOS ESTUD.LINGUISTICOS,10000.0,303.0,60.0,TER,10:40 Ã s 12:30,Denise Maria Oliveira Zoghbi
,,,,QUI,10:40 Ã s 12:30,Denise Maria Oliveira Zoghbi
,,,,,,
