Disciplina,Turma,Coleg.,Vagas Ofe,Dia,Horário,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET001 - LÌNGUA PORTUGUESA I N-100,10100.0,210.0,45.0,QUA,14:50 às 16:40,Docente Substituto a Contratar
,,,,SEX,14:50 às 16:40,Docente Substituto a Contratar
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET032 - PALEOGRAFIA ECDOTICA IV N-100,10000.0,310.0,25.0,SEX,13:00 às 15:45,Alicia Duha Lose
,,190.0,3.0,,,Alicia Duha Lose
,,386.0,5.0,,,Alicia Duha Lose
,20000.0,310.0,5.0,SEX,18:30 às 21:15,Norma Suely da Silva Pereira
,,515.0,5.0,,,Norma Suely da Silva Pereira
,,386.0,15.0,,,Norma Suely da Silva Pereira
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET043 - LINGUA PORTUGUESA II-A N-100,10000.0,512.0,30.0,SEX,07:00 às 09:45,Docente Substituto a Contratar
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET053 - INGLES INSTRUMENTAL I N-100,10000.0,303.0,5.0,SEX,15:45 às 16:40,Manoela Cristina Correia Carvalho da Sil
,,317.0,5.0,,,Manoela Cristina Correia Carvalho da Sil
,,304.0,10.0,,,Manoela Cristina Correia Carvalho da Sil
,,314.0,5.0,,,Manoela Cristina Correia Carvalho da Sil
,,380.0,10.0,,,Manoela Cristina Correia Carvalho da Sil
,,196.0,5.0,,,Manoela Cristina Correia Carvalho da Sil
,,311.0,5.0,,,Manoela Cristina Correia Carvalho da Sil
,,317.0,5.0,,16:40 às 18:30,Manoela Cristina Correia Carvalho da Sil
,,196.0,5.0,,,Manoela Cristina Correia Carvalho da Sil
,,380.0,10.0,,,Manoela Cristina Correia Carvalho da Sil
,,303.0,5.0,,,Manoela Cristina Correia Carvalho da Sil
,,304.0,10.0,,,Manoela Cristina Correia Carvalho da Sil
,,314.0,5.0,,,Manoela Cristina Correia Carvalho da Sil
,,311.0,5.0,,,Manoela Cristina Correia Carvalho da Sil
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET054 - INGLES INSTRUMENTAL II N-100,10000.0,317.0,5.0,SEX,08:50 às 11:35,Lucas Moreira Soares de Souza
,,303.0,40.0,,,Lucas Moreira Soares de Souza
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET066 - INTROD. AOS ESTUD.LINGUISTICOS,10000.0,190.0,4.0,QUA,08:50 às 10:40,Denise Maria Oliveira Zoghbi
,,303.0,45.0,,,Denise Maria Oliveira Zoghbi
,,190.0,4.0,SEX,08:50 às 10:40,Denise Maria Oliveira Zoghbi
,,303.0,45.0,,,Denise Maria Oliveira Zoghbi
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET115 - LITERATURA BRASILEIRA VI N-100,10000.0,327.0,5.0,SEG,08:50 às 12:30,Docente Substituto a Contratar
,,303.0,40.0,,,Docente Substituto a Contratar
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
