Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET583 - A EDICAO CRITICA DE TEXTOS MANUSCRITOS,10000.0,451.0,5.0,SEX,13:55 Ã s 15:45,Alicia Duha Lose
,,431.0,20.0,,,Alicia Duha Lose
,,,,,15:45 Ã s 17:35,Docente Visitante
,,451.0,5.0,,,Docente Visitante
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET598 - ANALISE DO DISCURSO I,10000.0,431.0,20.0,QUI,08:50 Ã s 12:30,Elmo Jose dos Santos
,,451.0,5.0,,,Elmo Jose dos Santos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET601 - TEORIA LINGUISTICA,10000.0,451.0,5.0,QUI,13:55 Ã s 17:35,Maria Cristina Vieira de Figueiredo Silv
,,431.0,35.0,,,Maria Cristina Vieira de Figueiredo Silv
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET648 - TEORIA DA NARRATIVA,10000.0,432.0,20.0,SEG,08:50 Ã s 12:30,Igor Rossoni
,,452.0,5.0,,,Igor Rossoni
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET662 - CRITICA GENETICA,10000.0,432.0,20.0,TER,13:55 Ã s 15:45,Rosa Borges dos Santos
,,452.0,5.0,,,Rosa Borges dos Santos
,,,,,15:45 Ã s 17:35,Docente Visitante
,,432.0,20.0,,,Docente Visitante
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET663 - A REPRESENTACAO LITERARIA,10000.0,432.0,20.0,TER,08:50 Ã s 12:30,Livia Maria Natalia de Souza Santos
,,452.0,5.0,,,Livia Maria Natalia de Souza Santos
,20000.0,452.0,5.0,TER,08:50 Ã s 12:30,Mirella Marcia Longo Vieira Lima
,,432.0,20.0,,,Mirella Marcia Longo Vieira Lima
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET664 - SEMINARIOS AVANCADOS I,10000.0,431.0,20.0,QUA,13:55 Ã s 15:45,Americo Venancio Lopes Machado Filho
,,451.0,5.0,,,Americo Venancio Lopes Machado Filho
,,,,,15:45 Ã s 17:35,Americo Venancio Lopes Machado Filho
,,431.0,20.0,,,Americo Venancio Lopes Machado Filho
,20000.0,431.0,20.0,QUA,13:55 Ã s 17:35,Domingos Savio Pimentel Siqueira
,,451.0,5.0,,,Domingos Savio Pimentel Siqueira
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET665 - SEMINARIOS AVANCADOS II,10000.0,432.0,20.0,QUA,08:50 Ã s 12:30,Evelina de Carvalho Sa Hoisel
,,452.0,5.0,,,Evelina de Carvalho Sa Hoisel
,20000.0,452.0,5.0,QUA,08:50 Ã s 12:30,Rachel Esteves Lima
,,432.0,20.0,,,Rachel Esteves Lima
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LET668 - TEORIAS E METODOS DA LINGUISTICA HISTORICA,10000.0,451.0,5.0,QUI,13:55 Ã s 17:35,Docente Visitante
,,431.0,20.0,,,Docente Visitante
,,,,,,
,,,,,,
,,,,,,
