Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MAT013 - MATEMATICA I,10100.0,301.0,50.0,SEG,07:00 Ã s 08:50,Eliane da Silva dos Santos
,,327.0,3.0,,,Eliane da Silva dos Santos
,,305.0,12.0,,,Eliane da Silva dos Santos
,,301.0,50.0,QUA,07:00 Ã s 08:50,Eliane da Silva dos Santos
,,327.0,3.0,,,Eliane da Silva dos Santos
,,305.0,12.0,,,Eliane da Silva dos Santos
,,301.0,50.0,SEX,07:00 Ã s 08:50,Eliane da Silva dos Santos
,,327.0,3.0,,,Eliane da Silva dos Santos
,,305.0,12.0,,,Eliane da Silva dos Santos
,20200.0,301.0,12.0,SEG,08:50 Ã s 10:40,Eliane da Silva dos Santos
,,305.0,10.0,,,Eliane da Silva dos Santos
,,304.0,40.0,,,Eliane da Silva dos Santos
,,387.0,1.0,,,Eliane da Silva dos Santos
,,189.0,2.0,,,Eliane da Silva dos Santos
,,387.0,1.0,QUA,08:50 Ã s 10:40,Eliane da Silva dos Santos
,,301.0,12.0,,,Eliane da Silva dos Santos
,,189.0,2.0,,,Eliane da Silva dos Santos
,,304.0,40.0,,,Eliane da Silva dos Santos
,,305.0,10.0,,,Eliane da Silva dos Santos
,,304.0,40.0,SEX,08:50 Ã s 10:40,Eliane da Silva dos Santos
,,305.0,10.0,,,Eliane da Silva dos Santos
,,189.0,2.0,,,Eliane da Silva dos Santos
,,387.0,1.0,,,Eliane da Silva dos Santos
,,301.0,12.0,,,Eliane da Silva dos Santos
,30300.0,304.0,25.0,SEG,10:40 Ã s 12:30,Adriano Pedreira Cattai
,,301.0,40.0,,,Adriano Pedreira Cattai
,,304.0,25.0,QUA,10:40 Ã s 12:30,Adriano Pedreira Cattai
,,301.0,40.0,,,Adriano Pedreira Cattai
,,304.0,25.0,SEX,10:40 Ã s 12:30,Adriano Pedreira Cattai
,,301.0,40.0,,,Adriano Pedreira Cattai
,40400.0,189.0,3.0,SEG,10:40 Ã s 12:30,Eliane da Silva dos Santos
,,304.0,15.0,,,Eliane da Silva dos Santos
,,387.0,2.0,,,Eliane da Silva dos Santos
,,327.0,2.0,,,Eliane da Silva dos Santos
,,301.0,20.0,,,Eliane da Silva dos Santos
,,305.0,20.0,,,Eliane da Silva dos Santos
,,387.0,2.0,QUA,10:40 Ã s 12:30,Eliane da Silva dos Santos
,,327.0,2.0,,,Eliane da Silva dos Santos
,,305.0,20.0,,,Eliane da Silva dos Santos
,,301.0,20.0,,,Eliane da Silva dos Santos
,,304.0,15.0,,,Eliane da Silva dos Santos
,,189.0,3.0,,,Eliane da Silva dos Santos
,,387.0,2.0,SEX,10:40 Ã s 12:30,Eliane da Silva dos Santos
,,305.0,20.0,,,Eliane da Silva dos Santos
,,301.0,20.0,,,Eliane da Silva dos Santos
,,304.0,15.0,,,Eliane da Silva dos Santos
,,327.0,2.0,,,Eliane da Silva dos Santos
,,189.0,3.0,,,Eliane da Silva dos Santos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
