Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS502 - ESTUDOS BIBLIOGRAFICOS E METODOLOGICOS I,10000.0,550.0,10.0,CMB,00:00 Ã s 23:00,Diana Santiago da Fonseca
,,530.0,10.0,,,Diana Santiago da Fonseca
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS504 - ESTUDOS ESPECIAIS,10000.0,530.0,8.0,CMB,00:00 Ã s 23:00,Marcos da Silva Sampaio
,20000.0,530.0,8.0,CMB,00:00 Ã s 23:00,Guilherme Bertissolo
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS510 - PSICOLOGIA DA MUSICA,10000.0,530.0,10.0,CMB,00:00 Ã s 23:00,Diana Santiago da Fonseca
,,550.0,10.0,,,Diana Santiago da Fonseca
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS513 - SEMINARIOS EM HISTORIA DA MUSICA I,10000.0,530.0,8.0,CMB,00:00 Ã s 23:00,Wellington Mendes da Silva Filho
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS521 - SEMINARIOS EM ETNOMUSICOLOGIA I,10000.0,530.0,8.0,QUA,14:50 Ã s 17:35,Laila Andresa Cavalcante Rosa
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS527 - ANALISE COMPOSICIONAL I,10000.0,550.0,8.0,CMB,00:00 Ã s 23:00,Wellington Gomes da Silva
,,530.0,8.0,,,Wellington Gomes da Silva
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS539 - FUNDAMENTOS DA EDUCACAO MUSICAL I,10000.0,530.0,8.0,TER,08:50 Ã s 11:35,Leila Miralva Martins Dias
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS540 - FUNDAMENTOS DA EDUCACAO MUSICAL II,10000.0,535.0,30.0,TER,08:50 Ã s 11:35,Flavia Maria Chiara Candusso
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS551 - MUSICA BRASILEIRA:AS TRADICOES ORAIS,10000.0,530.0,8.0,QUI,07:55 Ã s 10:40,Angela Elisabeth Luhning
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS565 - SEMINARIOS EM EXECUCAO MUSICAL I,10100.0,530.0,5.0,CMB,00:00 Ã s 23:00,Jose Mauricio Valle Brandao
,20200.0,530.0,5.0,CMB,00:00 Ã s 23:00,Joel Luis da Silva Barbosa
,30300.0,530.0,5.0,CMB,00:00 Ã s 23:00,Diana Santiago da Fonseca
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS569 - ESTUDOS ESPECIAIS NO REPERTORIO CAMERISTICO,10100.0,530.0,5.0,CMB,00:00 Ã s 23:00,Docente nÃ£o informado pelo Departamento
,,550.0,5.0,,,Docente nÃ£o informado pelo Departamento
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MUS587 - SEMINARIOS EM COMPOSICAO IV,10000.0,550.0,8.0,CMB,00:00 Ã s 23:00,Wellington Gomes da Silva
