"Disciplina","Turma","Coleg.","Vagas Ofe","Dia","Horário","Docente"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSA52 - SEMINÁRIOS DE PESQUISA I","010000","244","15","SEG","07:00 às 07:55","Gilvaneia Silva Santos"
NA,NA,"256","4",NA,NA,"Gilvaneia Silva Santos"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSA53 - SEMINÁRIOS DE PESQUISA II","010000","244","10","QUI","16:40 às 17:35","Regiane Yatsuda"
NA,NA,"256","4",NA,NA,"Regiane Yatsuda"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSA59 - FUNDAMENTOS EM FISIOLOGIA","010000","224","15","QUA","07:00 às 08:50","Telma de Jesus Soares"
NA,NA,NA,NA,"QUI","10:40 às 12:30","Telma de Jesus Soares"
NA,"020000","244","25","SEG","08:50 às 10:40","Telma de Jesus Soares"
NA,NA,"256","5",NA,NA,"Telma de Jesus Soares"
NA,NA,NA,NA,NA,"16:40 às 18:30","Telma de Jesus Soares"
NA,NA,"244","25",NA,NA,"Telma de Jesus Soares"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSA60 - ESTÁGIO DOCENTE MESTRADO","001000","244","1","SEG","13:00 às 13:55","Robson Amaro Augusto da Silva"
NA,"002000","244","1","SEG","13:00 às 13:55","Gilvaneia Silva Santos"
NA,"003000","244","1","SEG","13:00 às 13:55","Lucas Miranda Marques"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSA61 - ESTÁGIO DOCENTE DOUTORADO","001000","256","1","TER","07:00 às 07:55","Amelia Cristina Mendes de Magalhaes Gusm"
NA,NA,NA,NA,NA,"10:40 às 11:35","Amelia Cristina Mendes de Magalhaes Gusm"
NA,"002000","256","2","TER","07:00 às 07:55","Regiane Yatsuda"
NA,NA,NA,NA,NA,"10:40 às 11:35","Regiane Yatsuda"
NA,"003000","256","3","TER","07:00 às 07:55","Lucas Miranda Marques"
NA,NA,NA,NA,NA,"10:40 às 11:35","Lucas Miranda Marques"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSA68 - PESQUISA ORIENTADA","010000","244","3","CMB","00:00 às 23:00","Lucas Miranda Marques"
NA,"020000","244","1","CMB","00:00 às 23:00","Telma de Jesus Soares"
NA,"030000","244","1","CMB","00:00 às 23:00","Gilvaneia Silva Santos"
NA,"040000","244","4","CMB","00:00 às 23:00","Robson Amaro Augusto da Silva"
NA,"050000","244","1","CMB","00:00 às 23:00","Docente Visitante"
NA,"060000","256","2","CMB","00:00 às 23:00","Lucas Miranda Marques"
NA,"070000","256","3","CMB","00:00 às 23:00","Regiane Yatsuda"
NA,"080000","256","1","CMB","00:00 às 23:00","Docente Visitante"
NA,"090000","256","1","CMB","00:00 às 23:00","Telma de Jesus Soares"
NA,"110000","256","1","CMB","00:00 às 23:00","Amelia Cristina Mendes de Magalhaes Gusm"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSA69 - PROJETO DE DISSERTAÇÃO","010000","224","2","CMB","00:00 às 23:00","Docente Visitante"
NA,"020000","224","2","CMB","00:00 às 23:00","Anderson Santos Souza"
NA,"030000","224","1","CMB","00:00 às 23:00","Docente Visitante"
NA,"040000","224","1","CMB","00:00 às 23:00","Docente Visitante"
NA,"050000","224","1","CMB","00:00 às 23:00","Tiana Baqueiro Figueiredo"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSA71 - EXAME DE QUALIFICAÇÃO","010000","256","1","CMB","00:00 às 23:00","Amelia Cristina Mendes de Magalhaes Gusm"
NA,"020000","256","1","CMB","00:00 às 23:00","Telma de Jesus Soares"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IMSB43 - SEMINÁRIOS DE PESQUISA","010000","224","15","SEX","13:00 às 14:50","Tiana Baqueiro Figueiredo"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
