Disciplina,Turma,Coleg.,Vagas Ofe,Dia,Horário,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ECO142 - ECONOMIA BRASILEIRA,10000.0,301.0,50.0,SEX,08:50 às 11:35,Alynson dos Santos Rocha
,20000.0,314.0,15.0,SEX,08:50 às 11:35,Luiz Gustavo Araujo da Cruz Casais e Sil
,,304.0,20.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,380.0,10.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,308.0,2.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,382.0,2.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,182.0,7.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,30000.0,304.0,20.0,SEX,18:30 às 21:15,Luiz Gustavo Araujo da Cruz Casais e Sil
,,387.0,5.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,195.0,5.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,380.0,25.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,40000.0,109.0,5.0,TER,07:00 às 09:45,Luiz Gustavo Araujo da Cruz Casais e Sil
,,380.0,5.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,304.0,40.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,50000.0,188.0,5.0,QUA,08:50 às 11:35,Luiz Gustavo Araujo da Cruz Casais e Sil
,,382.0,2.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,301.0,35.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,308.0,2.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,387.0,6.0,,,Luiz Gustavo Araujo da Cruz Casais e Sil
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ECO151 - ECONOMIA E FINANÇAS,10100.0,103.0,20.0,SEG,13:00 às 14:50,Carolina Silva Ribeiro
,,,,QUA,13:00 às 14:50,Carolina Silva Ribeiro
,20200.0,186.0,20.0,SEG,18:30 às 20:20,Bouzid Izerrougene
,,,,QUA,18:30 às 20:20,Bouzid Izerrougene
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ECO170 - ORGANIZACAO INDUSTRIAL,10000.0,305.0,40.0,SEG,10:40 às 12:30,Hamilton de Moura Ferreira Junior
,,,,QUA,10:40 às 12:30,Hamilton de Moura Ferreira Junior
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ECO173 - ECONOMIA BRASILEIRA CONTEMPORANEA,10000.0,327.0,3.0,TER,07:00 às 08:50,Vitor Araujo Filgueiras
,,190.0,5.0,,,Vitor Araujo Filgueiras
,,305.0,45.0,,,Vitor Araujo Filgueiras
,,327.0,3.0,QUI,07:00 às 08:50,Vitor Araujo Filgueiras
,,305.0,45.0,,,Vitor Araujo Filgueiras
,,190.0,5.0,,,Vitor Araujo Filgueiras
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ECO175 - ECONOMIA DO SETOR PUBLICO,10000.0,305.0,35.0,SEG,08:50 às 10:40,Julyan Gleyvison Machado Gouveia Lins
