Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI001 - COMPLEMENTOS DE QUIMICA I,10000.0,226.0,10.0,SEG,13:00 Ã s 14:50,Luiz Souza Carvalho
,,207.0,30.0,,,Luiz Souza Carvalho
,,,,QUA,13:00 Ã s 14:50,Luiz Souza Carvalho
,,226.0,10.0,,,Luiz Souza Carvalho
,20000.0,226.0,8.0,SEG,14:50 Ã s 16:40,Luiz Souza Carvalho
,,207.0,31.0,,,Luiz Souza Carvalho
,,286.0,2.0,,,Luiz Souza Carvalho
,,207.0,31.0,QUA,14:50 Ã s 16:40,Luiz Souza Carvalho
,,286.0,2.0,,,Luiz Souza Carvalho
,,226.0,8.0,,,Luiz Souza Carvalho
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI003 - QUIMICA,10100.0,118.0,4.0,SEG,13:00 Ã s 14:50,Manuela de Santana Santos Portela
,,110.0,8.0,,,Manuela de Santana Santos Portela
,,108.0,18.0,,,Manuela de Santana Santos Portela
,,119.0,4.0,,,Manuela de Santana Santos Portela
,,108.0,18.0,QUA,13:00 Ã s 14:50,Manuela de Santana Santos Portela
,,118.0,4.0,,,Manuela de Santana Santos Portela
,,110.0,8.0,,,Manuela de Santana Santos Portela
,,119.0,4.0,,,Manuela de Santana Santos Portela
,20200.0,181.0,20.0,TER,18:30 Ã s 20:20,Maria Lucia da Silva Marques Carvalho
,,,,QUI,18:30 Ã s 20:20,Maria Lucia da Silva Marques Carvalho
,30300.0,190.0,7.0,QUA,08:50 Ã s 10:40,Docente Substituto a Contratar
,,108.0,15.0,,,Docente Substituto a Contratar
,,189.0,5.0,,,Docente Substituto a Contratar
,,110.0,5.0,,,Docente Substituto a Contratar
,,189.0,5.0,SEX,08:50 Ã s 10:40,Docente Substituto a Contratar
,,108.0,15.0,,,Docente Substituto a Contratar
,,110.0,5.0,,,Docente Substituto a Contratar
,,190.0,7.0,,,Docente Substituto a Contratar
,40400.0,189.0,35.0,SEG,20:20 Ã s 22:10,Docente Substituto a Contratar
,,,,QUA,20:20 Ã s 22:10,Docente Substituto a Contratar
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI006 - QUIMICA ORGANICA I,10000.0,108.0,15.0,SEG,14:50 Ã s 16:40,Jose Candido Selva de Oliveira
,,,,QUA,14:50 Ã s 15:45,Jose Candido Selva de Oliveira
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI012 - FUNDAMENTOS DE FÃSICO-QUÃMICA,10000.0,204.0,50.0,QUI,13:00 Ã s 14:50,Valeria Cristina Fernandes
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI028 - FISICO QUIMICA V,10100.0,103.0,15.0,TER,13:00 Ã s 15:45,Nadia Mamede Jose
,,,,QUI,13:00 Ã s 15:45,Nadia Mamede Jose
,10200.0,110.0,15.0,TER,13:00 Ã s 15:45,Nadia Mamede Jose
,,,,QUI,08:50 Ã s 11:35,Rosemonica Bezerra de Jesus
