Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI533 - CATALISE HETEROGENEA,10000.0,134.0,10.0,TER,07:00 Ã s 08:50,Heloysa Martins Carvalho Andrade
,,154.0,10.0,,,Heloysa Martins Carvalho Andrade
,,,,QUI,07:00 Ã s 08:50,Heloysa Martins Carvalho Andrade
,,134.0,10.0,,,Heloysa Martins Carvalho Andrade
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI537 - SINTESES ORGANICAS,10000.0,134.0,10.0,TER,14:50 Ã s 16:40,Mauricio Moraes Victor
,,154.0,10.0,,,Mauricio Moraes Victor
,,134.0,10.0,QUA,14:50 Ã s 16:40,Mauricio Moraes Victor
,,154.0,10.0,,,Mauricio Moraes Victor
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI542 - SEMINARIO GERAL EM QUIMICA,10000.0,154.0,10.0,QUI,13:55 Ã s 14:50,Pedro Afonso de Paula Pereira
,20000.0,134.0,10.0,QUI,13:00 Ã s 13:55,Pedro Afonso de Paula Pereira
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI543 - QUIMICA INORGANICA AVANCADA,10000.0,154.0,10.0,TER,08:50 Ã s 10:40,Artur Jose Santos Mascarenhas
,,134.0,10.0,,,Artur Jose Santos Mascarenhas
,,154.0,10.0,QUI,08:50 Ã s 10:40,Artur Jose Santos Mascarenhas
,,134.0,10.0,,,Artur Jose Santos Mascarenhas
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI546 - QUIMICA DOS COMPOSTOS INORGANICOS,10000.0,134.0,5.0,SEG,08:50 Ã s 10:40,Zenis Novais da Rocha
,,154.0,5.0,,,Zenis Novais da Rocha
,,,,QUA,08:50 Ã s 10:40,Zenis Novais da Rocha
,,134.0,5.0,,,Zenis Novais da Rocha
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI555 - QUIMICA DA HIDROSFERA,10000.0,154.0,20.0,QUA,13:55 Ã s 16:40,Vania Palmeira Campos
,,134.0,20.0,,,Vania Palmeira Campos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI565 - ESTUDOS AVANCADOS EM CROMATOGRAFIA,10100.0,154.0,3.0,SEX,07:00 Ã s 08:50,Pedro Afonso de Paula Pereira
,,134.0,3.0,,,Pedro Afonso de Paula Pereira
,,154.0,3.0,,08:50 Ã s 12:30,Pedro Afonso de Paula Pereira
,,134.0,3.0,,,Pedro Afonso de Paula Pereira
,,154.0,3.0,,13:00 Ã s 14:50,Pedro Afonso de Paula Pereira
,,134.0,3.0,,,Pedro Afonso de Paula Pereira
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
QUI702 - TEQI - CIENCIA E INOVACAO,10000.0,154.0,20.0,SEX,14:50 Ã s 16:40,Cristina Maria Assis Lopes Tavares da Ma
,,134.0,20.0,,,Cristina Maria Assis Lopes Tavares da Ma
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
