"Disciplina","Turma","Coleg.","Vagas Ofe","Dia","Horário","Docente"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"COM544 - TEMAS EM CIBERCULTURA","010000","337","30","QUI","13:55 às 17:35","Andre Luiz Martins Lemos"
NA,NA,"351","40",NA,NA,"Andre Luiz Martins Lemos"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"COM546 - SEMINARIO AVANCADO","010000","351","45","TER","13:55 às 17:35","Itania Maria Mota Gomes"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"COM790 - PESQUISA ORIENTADA","010000","351","60","CMB","00:00 às 23:00","Docente não informado pelo Departamento"
NA,NA,"337","45",NA,NA,"Docente não informado pelo Departamento"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"COMA65 - PRÁTICAS DE ANÁLISE DE PRODUTOS E LINGUAGENS DA CULTURA.....","010000","351","40","QUI","13:55 às 17:35","Guilherme Maia de Jesus"
NA,NA,"337","30",NA,NA,"Guilherme Maia de Jesus"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"COMA69 - TEMAS EM PRÁTICAS DA ANÁLISE DE PRODUTOS E LINGUAGENS.......","010000","351","40","QUI","13:55 às 17:35","Giovandro Marcus Ferreira"
NA,NA,"337","30",NA,NA,"Giovandro Marcus Ferreira"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"COMA70 - TEMAS ESPECIAIS EM METODOLOGIA DE ANÁLISE DE PRODUTOS......","010000","351","40","SEX","13:55 às 15:45","Docente não informado pelo Departamento"
NA,NA,"337","30",NA,NA,"Docente não informado pelo Departamento"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"COMA71 - TEMAS ESPECIAIS EM METODOLOGIAS DA ANÁLISE DA RECEPÇÃO......","010000","351","40","SEX","13:55 às 15:45","Edson Fernando Dalmonte"
NA,NA,"337","30",NA,NA,"Edson Fernando Dalmonte"
