Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
TEA504 - TRADICAO E CONTEMPORANEIDADE NA DRAMATURGIA,10000.0,551.0,15.0,SEX,09:45 Ã s 12:30,Cleise Furtado Mendes
,,532.0,15.0,,,Cleise Furtado Mendes
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
TEA507 - TOPICOS ESPECIAIS EM ARTES CENICAS,10000.0,532.0,15.0,TER,08:50 Ã s 11:35,Eliene Benicio Amancio Costa
,,551.0,15.0,,,Eliene Benicio Amancio Costa
,20000.0,551.0,15.0,SEG,08:50 Ã s 11:35,Luiz Claudio Cajaiba Soares
,,532.0,15.0,,,Luiz Claudio Cajaiba Soares
,30000.0,532.0,15.0,QUI,14:50 Ã s 17:35,Ivani Lucia Oliveira de Santana
,,551.0,15.0,,,Ivani Lucia Oliveira de Santana
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
TEA513 - FORMAS DE ESPETACULO,10000.0,551.0,25.0,TER,13:55 Ã s 17:35,Docente Substituto Mantido
,,,,,,Eduardo Augusto da Silva Tudella
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
TEA514 - TRABALHO INDIVIDUAL ORIENTADO,10000.0,551.0,1.0,CMB,00:00 Ã s 23:00,Maria Albertina Silva Grebler
,,532.0,1.0,,,Maria Albertina Silva Grebler
,20000.0,551.0,1.0,CMB,00:00 Ã s 23:00,Celida Salume Mendonca
,,532.0,1.0,,,Celida Salume Mendonca
,30000.0,532.0,3.0,CMB,00:00 Ã s 23:00,Raimundo Matos de Leao
,40000.0,532.0,1.0,CMB,00:00 Ã s 23:00,Cleise Furtado Mendes
,,551.0,1.0,,,Cleise Furtado Mendes
,50000.0,532.0,1.0,CMB,00:00 Ã s 23:00,Luiz Cesar Alves Marfuz
,60000.0,532.0,1.0,CMB,00:00 Ã s 23:00,Eduardo Augusto da Silva Tudella
,70000.0,532.0,1.0,CMB,00:00 Ã s 23:00,Catarina Santanna
,80000.0,551.0,1.0,CMB,00:00 Ã s 23:00,Ivani Lucia Oliveira de Santana
,,532.0,1.0,,,Ivani Lucia Oliveira de Santana
,90000.0,551.0,1.0,CMB,00:00 Ã s 23:00,Antonia Pereira Bezerra
,,532.0,1.0,,,Antonia Pereira Bezerra
,100000.0,551.0,1.0,CMB,00:00 Ã s 23:00,Denise Maria Barreto Coutinho
,110000.0,551.0,1.0,CMB,00:00 Ã s 23:00,Cassia Dolores Costa Lopes
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
TEA790 - PESQUISA ORIENTADA,10000.0,551.0,3.0,CMB,00:00 Ã s 23:00,Antonia Pereira Bezerra
,,532.0,8.0,,,Antonia Pereira Bezerra
,20000.0,551.0,5.0,CMB,00:00 Ã s 23:00,Maria Albertina Silva Grebler
,30000.0,551.0,3.0,CMB,00:00 Ã s 23:00,Cassia Dolores Costa Lopes
,,532.0,2.0,,,Cassia Dolores Costa Lopes
,40000.0,551.0,5.0,CMB,00:00 Ã s 23:00,Catarina Santanna
,,532.0,2.0,,,Catarina Santanna
