Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ502 - TEORIAS URBANISTICAS,10000.0,156.0,12.0,QUA,08:00 Ã s 12:00,Antonio Heliodorio Lima Sampaio
,,136.0,13.0,,,Antonio Heliodorio Lima Sampaio
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ514 - ORGANIZACAO E ADMINISTRACAO DE OBRAS DE RESTAURO,10000.0,147.0,15.0,CMB,00:00 Ã s 23:00,Sergio Mogilka
,,,,,,Antonio Carlos Coelho de Figueiredo Barb
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ518 - POLITICA DE PRESERVACAO DO ACERVO CULTURAL,10000.0,147.0,15.0,CMB,00:00 Ã s 23:00,Marcia Genesia de Sant Anna
,,156.0,10.0,,,Marcia Genesia de Sant Anna
,,136.0,10.0,,,Marcia Genesia de Sant Anna
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ525 - TECNOLOGIA DA CONSERVACAO E DO RESTAURO II,10000.0,147.0,15.0,TER,08:00 Ã s 10:00,Rosana Munoz
,,156.0,10.0,,,Rosana Munoz
,,136.0,10.0,,,Rosana Munoz
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ532 - SEMINARIOS AVANCADOS II,10000.0,156.0,15.0,QUA,14:00 Ã s 16:00,Marco Aurelio Andrade de Filgueiras Gome
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ595 - PARTICIPACAO EM PESQUISA,100.0,156.0,50.0,CMB,00:00 Ã s 23:00,Docente nÃ£o informado pelo Departamento
,,136.0,50.0,,,Docente nÃ£o informado pelo Departamento
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ711 - TEAU - PROGRAMACAO ARQUIT EDIFICACOES DE FUNÃOES COMPLEXAS,10000.0,136.0,13.0,SEX,07:00 Ã s 09:00,Docente nÃ£o informado pelo Departamento
,,156.0,12.0,,,Docente nÃ£o informado pelo Departamento
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ734 - TEAU - UNIVERSALIDADE E DIVERSIDADE NA ARQ E URB MOV MODERNO,10000.0,156.0,10.0,CMB,00:00 Ã s 23:00,Ana Carolina de Souza Bierrenbach
,,147.0,10.0,,,Ana Carolina de Souza Bierrenbach
,,136.0,10.0,,,Ana Carolina de Souza Bierrenbach
,,156.0,10.0,,,Nivaldo Vieira de Andrade Junior
,,147.0,10.0,,,Nivaldo Vieira de Andrade Junior
,,136.0,10.0,,,Nivaldo Vieira de Andrade Junior
,,156.0,10.0,,,Juliana Cardoso Nery
,,147.0,10.0,,,Juliana Cardoso Nery
,,136.0,10.0,,,Juliana Cardoso Nery
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ARQ790 - PESQUISA ORIENTADA,10000.0,156.0,50.0,CMB,00:00 Ã s 23:00,Docente nÃ£o informado pelo Departamento
,,136.0,50.0,,,Docente nÃ£o informado pelo Departamento
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
