Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
COM101 - TEORIAS DA COMUNICAÃÃO,10000.0,190.0,1.0,SEG,08:50 Ã s 10:40,Giovandro Marcus Ferreira
,,515.0,4.0,,,Giovandro Marcus Ferreira
,,307.0,40.0,,,Giovandro Marcus Ferreira
,,190.0,1.0,QUA,08:50 Ã s 10:40,Giovandro Marcus Ferreira
,,515.0,4.0,,,Giovandro Marcus Ferreira
,,307.0,40.0,,,Giovandro Marcus Ferreira
,20000.0,307.0,41.0,SEG,10:40 Ã s 12:30,Giovandro Marcus Ferreira
,,515.0,3.0,,,Giovandro Marcus Ferreira
,,190.0,1.0,,,Giovandro Marcus Ferreira
,,307.0,41.0,QUA,10:40 Ã s 12:30,Giovandro Marcus Ferreira
,,515.0,3.0,,,Giovandro Marcus Ferreira
,,190.0,1.0,,,Giovandro Marcus Ferreira
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
COM102 - SEMIÃTICA,10000.0,382.0,1.0,SEG,08:50 Ã s 10:40,Fabio Sadao Nakagawa
,,308.0,2.0,,,Fabio Sadao Nakagawa
,,307.0,38.0,,,Fabio Sadao Nakagawa
,,506.0,3.0,,,Fabio Sadao Nakagawa
,,,,QUA,08:50 Ã s 10:40,Fabio Sadao Nakagawa
,,382.0,1.0,,,Fabio Sadao Nakagawa
,,308.0,2.0,,,Fabio Sadao Nakagawa
,,307.0,38.0,,,Fabio Sadao Nakagawa
,20000.0,515.0,5.0,SEG,10:40 Ã s 12:30,Fabio Sadao Nakagawa
,,307.0,32.0,,,Fabio Sadao Nakagawa
,,327.0,7.0,,,Fabio Sadao Nakagawa
,,387.0,1.0,,,Fabio Sadao Nakagawa
,,307.0,32.0,QUA,10:40 Ã s 12:30,Fabio Sadao Nakagawa
,,327.0,7.0,,,Fabio Sadao Nakagawa
,,387.0,1.0,,,Fabio Sadao Nakagawa
,,515.0,5.0,,,Fabio Sadao Nakagawa
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
COM103 - ESTÃTICA DA COMUNICAÃÃO,10000.0,387.0,2.0,SEG,08:50 Ã s 10:40,Regina Lucia Gomes Souza e Silva
,,327.0,5.0,,,Regina Lucia Gomes Souza e Silva
,,307.0,38.0,,,Regina Lucia Gomes Souza e Silva
,,327.0,5.0,QUA,08:50 Ã s 10:40,Regina Lucia Gomes Souza e Silva
,,387.0,2.0,,,Regina Lucia Gomes Souza e Silva
,,307.0,38.0,,,Regina Lucia Gomes Souza e Silva
,20000.0,387.0,2.0,SEG,10:40 Ã s 12:30,Regina Lucia Gomes Souza e Silva
,,307.0,36.0,,,Regina Lucia Gomes Souza e Silva
,,327.0,7.0,,,Regina Lucia Gomes Souza e Silva
,,387.0,2.0,QUA,10:40 Ã s 12:30,Regina Lucia Gomes Souza e Silva
,,327.0,7.0,,,Regina Lucia Gomes Souza e Silva
,,307.0,36.0,,,Regina Lucia Gomes Souza e Silva
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
